OG	UID	NAME
OG0020444	Q5IS72	D
OG0020442	Q2HJ88	RNA 3'-terminal phosphate cyclase 
OG0020439	P53396	ATP-citrate synthase 
OG0020430	Q2TBA3	Mucosa-associated lymphoid tissue lymphoma translocation protein 1 homolog 
OG0020437	O14578	Citron Rho-interacting kinase 
OG0020436	Q93126	Probable G-protein coupled receptor No9
OG0020424	Q9ES34	Ubiquitin-protein ligase E3B 
OG0020422	Q99PW3	Sialidase-1 
OG0020421	Q8IVV2	Lipoxygenase homology domain-containing protein 1
OG0020417	Q949P2	Probable cytosolic oligopeptidase A 
OG0020416	F1QBY1	Nipped-B-like protein B
OG0020412	Q8NB59	Synaptotagmin-14 
OG0020405	Q4ZJN1	Complement C1q and tumor necrosis factor-related protein 9
OG0020404	A4D0S4	Laminin subunit beta-4 
OG0020402	Q8BL99	Protein dopey-1
OG0020401	A1L2K1	Meteorin-like protein
OG0020399	P10394	Retrovirus-related Pol polyprotein from transposon 412 [Includes: Protease 
OG0020398	G3V8T1	M-phase phosphoprotein 8
OG0020394	Q9M020	Lectin-domain containing receptor kinase VI.3 
OG0020395	P49415	Syndecan
OG0020390	Q7SXV9	Calumenin-B
OG0020389	P15541	Aminopeptidase N 
OG0020384	Q6ZN06	Zinc finger protein 813
OG0020381	Q5RC98	Solute carrier family 38 member 10 
OG0020379	Q7Z020	Transient receptor potential cation channel subfamily A member 1 
OG0020378	Q8NFW5	Diencephalon/mesencephalon homeobox protein 1 
OG0020376	Q4R729	SH3 domain-containing protein 21
OG0020375	Q5TCS8	Adenylate kinase 9 
OG0020386	P31209	"Polyadenylate-binding protein, cytoplasmic and nuclear "
OG0020373	Q8K078	Solute carrier organic anion transporter family member 4A1 
OG0020372	Q93034	Cullin-5 
OG0020369	Q60773	Cyclin-dependent kinase 4 inhibitor D 
OG0020368	Q5I0E6	RNA polymerase II subunit B1 CTD phosphatase Rpap2 
OG0020366	Q9QY06	Unconventional myosin-IXb 
OG0020365	P60027	General transcription factor IIH subunit 4 
OG0020359	Q8CFX1	GDH/6PGL endoplasmic bifunctional protein [Includes: Hexose-6-phosphate dehydrogenase 
OG0020358	A4IGY6	Metal cation symporter ZIP14 
OG0020354	Q9JHS6	Acid-sensing ion channel 4 
OG0020352	B3EWZ6	MAM and LDL-receptor class A domain-containing protein 2 
OG0020351	P41245	Matrix metalloproteinase-9 
OG0020348	Q5ZMQ9	Peroxisomal targeting signal 1 receptor 
OG0020346	P28701	Retinoic acid receptor RXR-gamma 
OG0020345	Q27802	Cytoplasmic dynein 2 heavy chain 1 
OG0020342	Q00808	Vegetative incompatibility protein HET-E-1
OG0020344	P98069	Bone morphogenetic protein 1 homolog 
OG0020343	B2GUV7	Eukaryotic translation initiation factor 5B 
OG0020337	Q5R4K3	Ribosomal protein S6 kinase alpha-5 
OG0020336	Q0R4F1	ATP-dependent DNA helicase PIF1 
OG0020330	Q9D6P8	Calmodulin-like protein 3
OG0020322	Q54468	Chitobiase 
OG0020316	Q21219	Peptide transporter family 1 
OG0020311	P28685	Contactin-2 
OG0020309	P18503	Short-chain collagen C4
OG0020307	P43645	Caltractin 
OG0020303	Q58G59	Kinesin-like protein kif7 
OG0020300	Q56YP2	Phosphatidylinositol 4-phosphate 5-kinase 1 
OG0020298	Q9MAG3	ABC transporter G family member 24 
OG0020299	O95155	Ubiquitin conjugation factor E4 B 
OG0020297	Q92847	Growth hormone secretagogue receptor type 1 
OG0020289	Q2TA25	Serine/threonine-protein kinase PLK1 
OG0020287	O62305	Calcium/calmodulin-dependent protein kinase type II 
OG0020288	Q9P202	Whirlin 
OG0020286	Q9ULJ7	Ankyrin repeat domain-containing protein 50
OG0020284	Q96HN2	Adenosylhomocysteinase 3 
OG0020282	Q64121	Prolactin-releasing peptide receptor 
OG0020274	P47820	Angiotensin-converting enzyme 
OG0020271	Q8VCA5	Transmembrane protease serine 4 
OG0020269	Q9PL86	Translation initiation factor IF-3
OG0020267	Q5QD14	Trace amine-associated receptor 5 
OG0020266	Q14596	Next to BRCA1 gene 1 protein 
OG0020264	Q5R9W5	WW domain-containing oxidoreductase 
OG0020263	P49446	Receptor-type tyrosine-protein phosphatase epsilon 
OG0020260	Q6DBX0	Major facilitator superfamily domain-containing protein 6-like
OG0020258	Q06807	Angiopoietin-1 receptor 
OG0020257	Q66HV9	Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 1-B
OG0020256	A2ASS6	Titin 
OG0020253	P23352	Anosmin-1 
OG0020250	F4J8K6	rRNA biogenesis protein RRP5 
OG0020246	F4JZ24	Probable prolyl 4-hydroxylase 10 
OG0020239	Q6P342	Diacylglycerol O-acyltransferase 2 
OG0020230	Q19319	Cadherin-4
OG0020233	A5PK39	Tripeptidyl-peptidase 2 
OG0020231	Q03426	Mevalonate kinase 
OG0020224	P35499	Sodium channel protein type 4 subunit alpha 
OG0020223	Q5TZA2	Rootletin 
OG0020216	Q5BJ29	F-box/LRR-repeat protein 7 
OG0020211	Q8IWZ3	Ankyrin repeat and KH domain-containing protein 1 
OG0020212	Q5DTN8	Janus kinase and microtubule-interacting protein 3 
OG0020209	O97772	Cholecystokinin receptor type A 
OG0020208	Q9WV92	Band 4.1-like protein 3 
OG0020205	P29534	Vascular cell adhesion protein 1 
OG0020204	Q9DER5	Teneurin-2 
OG0020196	O43897	Tolloid-like protein 1 
OG0020188	P25391	Laminin subunit alpha-1 
OG0020192	Q80YE7	Death-associated protein kinase 1 
OG0020187	Q766D5	N-acetyl-beta-glucosaminyl-glycoprotein 4-beta-N-acetylgalactosaminyltransferase 1 
OG0020186	Q5RET6	Transmembrane protein 184C 
OG0020190	Q26600	Homeobox protein SMOX-1
OG0020185	Q6DD21	Cytosolic carboxypeptidase 1 
OG0020178	P21329	RNA-directed DNA polymerase from mobile element jockey 
OG0020168	Q8TD57	Dynein axonemal heavy chain 3 
OG0020167	Q6NRC9	Leucine-rich repeat and coiled-coil domain-containing protein 1
OG0020162	Q6PCN7	Helicase-like transcription factor 
OG0020157	P55115	Zinc metalloproteinase nas-15 
OG0020150	Q8K3Z0	Nucleotide-binding oligomerization domain-containing protein 2 
OG0020156	P16065	Speract receptor 
OG0020153	P49287	Melatonin receptor type 1B 
OG0020149	Q9NP91	Sodium- and chloride-dependent transporter XTRP3 
OG0020147	Q5ZL72	"60 kDa heat shock protein, mitochondrial "
OG0020144	Q9NQL9	Doublesex- and mab-3-related transcription factor 3
OG0020142	P0CB38	Polyadenylate-binding protein 4-like 
OG0020139	Q9NXG6	Transmembrane prolyl 4-hydroxylase 
OG0020131	P53992	Protein transport protein Sec24C 
OG0020132	Q5R4R2	"Histidine--tRNA ligase, cytoplasmic "
OG0020130	P40941	"ADP,ATP carrier protein 2, mitochondrial "
OG0020126	Q9P1Y6	PHD and RING finger domain-containing protein 1
OG0020119	A6NNT2	Uncharacterized protein C16orf96
OG0020120	P22063	Contactin-2 
OG0020115	Q9QY66	Zinc finger HIT domain-containing protein 2 
OG0020122	P40749	Synaptotagmin-4 
OG0020111	Q14146	Unhealthy ribosome biogenesis protein 2 homolog
OG0020129	P53992	Protein transport protein Sec24C 
OG0020117	Q08357	Sodium-dependent phosphate transporter 2 
OG0020109	P54637	Tyrosine-protein phosphatase 3 
OG0020104	Q8NB78	Lysine-specific histone demethylase 2 
OG0020098	Q5VW32	BRO1 domain-containing protein BROX 
OG0020096	A5WCL5	Large ribosomal subunit protein bL17 
OG0020095	Q9BX10	GTP-binding protein 2
OG0020092	A1L3G4	Transmembrane protein 241
OG0020093	P31228	D-aspartate oxidase 
OG0020094	P23803	Protein odd-skipped
OG0020088	O15173	Membrane-associated progesterone receptor component 2 
OG0020085	Q8BP07	Transmembrane protein 220
OG0020083	P00516	cGMP-dependent protein kinase 1 
OG0020080	Q6YGZ1	Heparanase 
OG0020077	O46629	"Trifunctional enzyme subunit beta, mitochondrial "
OG0020073	A3AVH5	DEAD-box ATP-dependent RNA helicase 13 
OG0020068	Q6PB93	Polypeptide N-acetylgalactosaminyltransferase 2 
OG0020066	Q99042	D-amino-acid oxidase 
OG0020062	Q5E9J1	Heterogeneous nuclear ribonucleoprotein F 
OG0020060	O15992	Arginine kinase 
OG0020058	Q9NWW7	Uncharacterized protein C2orf42
OG0020059	A7SKJ3	2-
OG0020057	Q5ZJK8	T-complex protein 1 subunit eta 
OG0020055	Q9NR82	Potassium voltage-gated channel subfamily KQT member 5 
OG0020049	Q60611	DNA-binding protein SATB1 
OG0020051	Q6ZQX7	Protein LIAT1 
OG0020047	Q8QGW7	Lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog 
OG0020050	P38486	Galectin-3 
OG0020042	P97739	Endothelin-converting enzyme 1 
OG0020041	A0AVT1	Ubiquitin-like modifier-activating enzyme 6 
OG0020040	O96390	Rho-related protein racF1
OG0020039	D3IUT5	Treslin 
OG0020036	O61309	Nitric oxide synthase 
OG0020038	Q6DRL4	Treslin 
OG0020032	Q9DAM1	Leucine-rich repeat-containing protein 34
OG0020033	Q9D9X6	E3 ubiquitin-protein ligase Zswim2 
OG0020029	Q9Y575	Ankyrin repeat and SOCS box protein 3 
OG0020027	P53569	CCAAT/enhancer-binding protein zeta 
OG0020024	P21956	Lactadherin 
OG0020025	P27393	Collagen alpha-2
OG0020023	Q7T0B0	Serine/threonine-protein kinase 40 
OG0020018	P51893	Adenosylhomocysteinase A 
OG0020016	Q9CXF4	TBC1 domain family member 15 
OG0020014	Q8N3R9	Protein PALS1 
OG0020012	Q5RGT6	Protein angel homolog 2
OG0020010	P39428	TNF receptor-associated factor 1
OG0020004	Q8W420	Adagio protein 2 
OG0020000	Q8NB50	Zinc finger protein 62 homolog 
OG0019998	O14297	Uncharacterized protein C9E9.15
OG0020001	F1M3J4	ATP-binding cassette subfamily C member 4 
OG0019999	O42932	Cytochrome b-c1 complex subunit 6 
OG0019996	Q03601	RING finger protein nhl-1
OG0019994	Q1PSW8	E3 ubiquitin-protein ligase TRIM71 
OG0019987	Q8VHE6	Dynein axonemal heavy chain 5 
OG0019985	Q8MSU3	Putative ferric-chelate reductase 1 homolog 
OG0019983	Q6P1D7	Structure-specific endonuclease subunit SLX4 
OG0019982	A1TLD7	Beta-ketoacyl-[acyl-carrier-protein] synthase III 
OG0019980	Q8CFG6	Voltage-dependent calcium channel subunit alpha-2/delta-2 
OG0019979	Q9C5C0	Mitogen-activated protein kinase 18 
OG0019977	P98166	Very low-density lipoprotein receptor 
OG0019976	Q8X1T3	Pyruvate carboxylase 
OG0019974	Q75KK8	Mitogen-activated protein kinase 14 
OG0019964	A9RVK2	Mitogen-activated protein kinase kinase kinase 1b 
OG0019966	F1PZV2	Major facilitator superfamily domain-containing protein 12
OG0019961	Q9JHI0	Matrix metalloproteinase-19 
OG0019953	P09668	Pro-cathepsin H [Cleaved into: Cathepsin H mini chain; Cathepsin H 
OG0019952	A2AFS3	Endosome/lysosome-associated apoptosis and autophagy regulator 1
OG0019951	Q6ZVH7	Espin-like protein
OG0019949	P41044	Calbindin-32
OG0019946	P30543	Adenosine receptor A2a
OG0019942	O75179	Ankyrin repeat domain-containing protein 17 
OG0019945	Q13642	Four and a half LIM domains protein 1 
OG0019937	P56739	Uncharacterized 21.2 kDa protein
OG0019936	Q24940	Cathepsin L-like proteinase 
OG0019934	Q9NSA2	Potassium voltage-gated channel subfamily D member 1 
OG0019933	Q8IW36	Zinc finger protein 695 
OG0019928	Q6TL19	Guanylate cyclase 2G 
OG0019930	Q96JB1	Dynein axonemal heavy chain 8 
OG0019925	P33727	Arylsulfatase B 
OG0019922	Q5F3R2	Lysine-specific demethylase 5B 
OG0019918	A5PJN0	Secretagogin
OG0019913	Q9NW15	Anoctamin-10 
OG0019912	P69097	Calmodulin 
OG0019909	G5E869	Zinc finger protein 142
OG0019908	Q6ZTR5	Cilia- and flagella-associated protein 47
OG0019904	Q6PBV4	RWD domain-containing protein 3
OG0019893	P84347	Chymomexicain 
OG0019890	Q86T29	Zinc finger protein 605
OG0019889	Q6BWX4	Cofilin 
OG0019887	Q56A20	Phosphoinositide-3-kinase-interacting protein 1 
OG0019885	H3BMG3	Small lysine-rich protein 1
OG0019886	P50432	Serine hydroxymethyltransferase 
OG0019883	Q6PJP8	DNA cross-link repair 1A protein 
OG0019881	Q9NW07	Zinc finger protein 358
OG0019879	E9PW05	Zinc finger protein 54 
OG0019872	Q2T9M9	Jhy protein homolog
OG0019869	Q5RER9	Zinc finger protein 813
OG0019866	Q0DAE4	Glutaredoxin-C8 
OG0019865	Q03357	Homeobox protein MSH-A
OG0019863	Q75WB5	5-oxoprolinase 
OG0019861	Q08DI8	Pseudouridylate synthase 7 homolog 
OG0019859	Q9D4H8	Cullin-2 
OG0019862	Q08422	AN1-type zinc finger protein TMC1 
OG0019855	P05661	"Myosin heavy chain, muscle"
OG0019853	P14680	Dual specificity protein kinase YAK1 
OG0019854	Q3E7B7	SERF-like protein YDL085C-A
OG0019846	Q8L7M0	UDP-glycosyltransferase TURAN 
OG0019843	Q8K337	"Type II inositol 1,4,5-trisphosphate 5-phosphatase "
OG0019832	Q5F3X4	116 kDa U5 small nuclear ribonucleoprotein component 
OG0019831	A1Z9L3	ATP-dependent RNA helicase DHX8 
OG0019827	Q8NFA0	Ubiquitin carboxyl-terminal hydrolase 32 
OG0019828	P38650	Cytoplasmic dynein 1 heavy chain 1 
OG0019826	O88902	Tyrosine-protein phosphatase non-receptor type 23 
OG0019823	Q1LUS5	UPF0711 protein C18orf21 homolog
OG0019818	P15800	Laminin subunit beta-2 
OG0019815	Q8IWK6	Adhesion G protein-coupled receptor A3 
OG0019812	P14142	"Solute carrier family 2, facilitated glucose transporter member 4 "
OG0019807	Q9BXT4	Tudor domain-containing protein 1 
OG0019808	Q8BKV0	Testican-3 
OG0019821	I2DDG2	Sarcoplasmic calcium-binding protein 
OG0019811	Q9VDQ7	Phagocyte signaling-impaired protein 
OG0019805	Q04735	Cyclin-dependent kinase 16 
OG0019804	P28704	Retinoic acid receptor RXR-beta 
OG0019802	Q10982	Galactoside alpha-
OG0019801	Q5ZK28	DNA polymerase delta subunit 3 
OG0019797	Q8BSM5	GRB2-associated-binding protein 3 
OG0019794	Q9DBV3	Probable ATP-dependent RNA helicase DHX34 
OG0019792	Q9Y463	Dual specificity tyrosine-phosphorylation-regulated kinase 1B 
OG0019788	Q9LIN3	Glycine-rich RNA-binding protein RZ1A 
OG0019775	Q6PDZ2	TATA box-binding protein-associated factor RNA polymerase I subunit C 
OG0019785	Q96QG7	Myotubularin-related protein 9 
OG0019776	Q5AW46	Uncharacterized protein AN7484
OG0019772	Q7T322	"N-alpha-acetyltransferase 35, NatC auxiliary subunit "
OG0019766	Q6INP8	Mediator of RNA polymerase II transcription subunit 1 
OG0019765	Q6PFD9	Nuclear pore complex protein Nup98-Nup96 
OG0019764	Q5ZK84	Aldo-keto reductase family 1 member A1 
OG0019757	P41776	Guanine nucleotide-binding protein G
OG0019758	P83886	Mannose-specific lectin 
OG0019755	A6NEC2	Puromycin-sensitive aminopeptidase-like protein 
OG0019754	A0A126GUP6	Melanization protease 1 
OG0019749	Q64403	Cytochrome P450 2D16 
OG0019748	Q7ZTY4	Histone-binding protein RBBP7 
OG0019745	Q50L44	Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 1 
OG0019744	P06353	Histone H3.3
OG0019743	P26223	"Endo-1,4-beta-xylanase B "
OG0019739	C5CN82	Putative carbamate hydrolase RutD 
OG0019728	P21761	Thyrotropin-releasing hormone receptor 
OG0019726	A4IF30	Solute carrier family 35 member F4
OG0019720	P40313	Chymotrypsin-like protease CTRL-1 
OG0019716	Q503I8	Peptide-N
OG0019713	Q9H329	Band 4.1-like protein 4B 
OG0019715	Q29488	Cytochrome P450 2D17 
OG0019702	A0A125S9M4	Lamin-1
OG0019701	Q5ZIT9	Major facilitator superfamily domain-containing protein 1
OG0019699	Q8BZK4	Solute carrier family 35 member F4
OG0019697	P0C7N9	Proteasome assembly chaperone 4 
OG0019689	Q6DE37	Glucoside xylosyltransferase 2 
OG0019686	P50342	Mast cell tryptase 
OG0019678	B1AZI6	THO complex subunit 2 
OG0019676	Q9PTG8	Transforming acidic coiled-coil-containing protein 3 
OG0019673	Q08D62	Protein maelstrom homolog
OG0019677	Q6DBX0	Major facilitator superfamily domain-containing protein 6-like
OG0019669	Q4FE47	Putative E3 ubiquitin-protein ligase XBAT35 
OG0019668	Q9BXR0	Queuine tRNA-ribosyltransferase catalytic subunit 1 
OG0019664	Q9D1Q1	M-phase phosphoprotein 6
OG0019659	P23035	Alpha-1-antiproteinase F 
OG0019657	Q8VDS3	Chromobox protein homolog 7
OG0019654	Q13309	S-phase kinase-associated protein 2 
OG0019658	Q54SK0	Probable cytochrome P450 508B1 
OG0019653	P91682	Protein smoothened 
OG0019641	Q5F361	TBC domain-containing protein kinase-like protein
OG0019640	Q5WRN1	Tetraspanin-21
OG0019637	P00765	Trypsin-1 
OG0019633	Q6P6V1	Polypeptide N-acetylgalactosaminyltransferase 11 
OG0019626	Q8CGC4	Protein LSM14 homolog B 
OG0019629	P52845	Sulfotransferase 1E1 
OG0019627	P31275	Homeobox protein Hox-C12 
OG0019625	Q94900	Glutamate-gated chloride channel 
OG0019618	Q2HJ88	RNA 3'-terminal phosphate cyclase 
OG0019616	Q9EPZ7	Solute carrier organic anion transporter family member 1C1 
OG0019615	Q6NT16	MFS-type transporter SLC18B1 
OG0019607	Q16WU7	WSCD family member AAEL009094
OG0019606	Q9VGY6	"Protein Skeletor, isoforms B/C"
OG0019603	O94776	Metastasis-associated protein MTA2 
OG0019600	Q96M34	Testis-specific expressed protein 55 
OG0019602	Q8NNJ2	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex 
OG0019601	Q8R2T8	General transcription factor 3C polypeptide 5 
OG0019599	P11530	Dystrophin
OG0019598	Q9U1M9	Dynamin-B
OG0019595	Q8BWS5	G protein-regulated inducer of neurite outgrowth 3 
OG0019594	Q5R4I9	Probable ATP-dependent RNA helicase DDX5 
OG0019591	Q9GKW8	Ankyrin repeat and death domain-containing protein 1A
OG0019588	P04352	Calmodulin 
OG0019584	Q32PA8	Mth938 domain-containing protein
OG0019583	Q6PIJ6	F-box only protein 38
OG0019586	P82595	Perlustrin
OG0019582	O95405	Zinc finger FYVE domain-containing protein 9 
OG0019578	A6H0P3	Small ribosomal subunit protein bS6 
OG0019577	P97739	Endothelin-converting enzyme 1 
OG0019574	A7MB46	Protocadherin-18
OG0019573	Q9NYW8	RB-associated KRAB zinc finger protein 
OG0019571	Q06572	Pyrophosphate-energized vacuolar membrane proton pump 
OG0019568	P13185	Serine/threonine protein kinase KIN1 
OG0019563	P20791	Ras-related protein Rab-8B 
OG0019561	Q68EL2	D-aminoacyl-tRNA deacylase 2 
OG0019556	O14463	Thioredoxin-1 
OG0019555	P07797	"Ferritin, lower subunit "
OG0019554	Q7YZT0	Small heat shock protein p36 
OG0019553	P53233	Probable serine/threonine-protein kinase FMP48 
OG0019551	Q2JVA4	Bifunctional protein GlmU [Includes: UDP-N-acetylglucosamine pyrophosphorylase 
OG0019547	P0DMP2	SLIT-ROBO Rho GTPase-activating protein 2B 
OG0019541	P0CF97	Protein FAM200B
OG0019540	Q865U8	Ankyrin repeat domain-containing protein 1 
OG0019542	Q43116	Protein disulfide-isomerase 
OG0019539	Q01484	Ankyrin-2 
OG0019537	Q17BB0	Ribosome biogenesis protein WDR12 homolog
OG0019527	Q5UQ13	Collagen-like protein 2
OG0019526	P28193	Tyrosine-protein phosphatase 1 
OG0019517	Q8RWL2	Calcium-dependent protein kinase 29 
OG0019513	O17389	Thymosin beta 
OG0019514	Q14315	Filamin-C 
OG0019508	Q8BL66	Early endosome antigen 1
OG0019510	O42202	Neurogenic differentiation factor 1 
OG0019509	Q8IWZ3	Ankyrin repeat and KH domain-containing protein 1 
OG0019507	Q04832	DNA-binding protein HEXBP 
OG0019505	P45364	3-hydroxybutyryl-CoA dehydrogenase 
OG0019502	Q5R766	Ragulator complex protein LAMTOR1 
OG0019499	Q9W0Y8	Sodium channel protein 60E 
OG0019495	G5ECU7	Transcription factor jun-1 
OG0019494	Q9UK96	F-box only protein 10
OG0019497	Q13114	TNF receptor-associated factor 3 
OG0019492	Q14517	Protocadherin Fat 1 
OG0019491	Q54DT2	Probable cytochrome P450 516A1 
OG0019481	P90900	Intermediate filament protein ifa-4 
OG0019479	Q99MU5	Spermatogenesis-associated protein 6 
OG0019480	Q9VHR6	Autophagy-related protein 13 homolog
OG0019477	A7VL23	Calcium-activated potassium channel subunit beta-3 
OG0019474	Q9ES18	Forkhead box protein J2 
OG0019472	Q09543	Probable serine/threonine-protein phosphatase PP2A regulatory subunit 
OG0019471	A2ASS6	Titin 
OG0019467	A5D7V7	Lysosomal proton-coupled steroid conjugate and bile acid symporter SLC46A3 
OG0019465	Q8K1T0	Transmembrane protease serine 3 
OG0019463	Q9Z1L3	Death effector domain-containing protein 
OG0019461	B2RPU2	Pleckstrin homology domain-containing family D member 1 
OG0019462	Q6IWL4	TNF receptor-associated factor 6 
OG0019455	P24002	Large ribosomal subunit protein P1 
OG0019456	Q07816	Bcl-2-like protein 1 
OG0019452	Q8CIN9	E3 ubiquitin-protein ligase rififylin 
OG0019449	Q9H254	"Spectrin beta chain, non-erythrocytic 4 "
OG0019445	Q8YRI1	Uncharacterized WD repeat-containing protein alr3466
OG0019441	Q9CYZ8	Single-stranded DNA-binding protein 2 
OG0019434	Q5D7I3	Tripartite motif-containing protein 5 
OG0019432	Q8CF89	TGF-beta-activated kinase 1 and MAP3K7-binding protein 1 
OG0019424	P04323	Retrovirus-related Pol polyprotein from transposon 17.6 [Includes: Protease 
OG0019417	Q13277	Syntaxin-3
OG0019414	Q6AXL3	Transforming growth factor beta activator LRRC33 
OG0019419	Q9DBR7	Protein phosphatase 1 regulatory subunit 12A 
OG0019413	Q9U3S9	Zinc metalloproteinase nas-6 
OG0019412	Q19673	Putative tyrosinase-like protein tyr-3
